Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n03s21_000002084,5238.77,4.427,0.384278,-0.341,-0.5717958860759493,5315.048,0.25848338,4.4928937,-0.25177643,0.3002697882847867,0.24612736660929357
SPLUS-n02s27_000007519,5872.71,4.145,-0.049782,-0.235,-0.0018699654775602426,5919.23,0.029311717,4.108899,-0.1193392,0.4452101147743381,-0.23924268502581825
SPLUS-s02s09_000013274,5760.19,4.179,0.382227,-0.84,-0.10302790563866537,5775.2256,0.25601307,4.1126137,-0.827313,0.4194842013809501,-0.18072289156626464
SPLUS-n03s21_000016647,5682.95,4.008,0.240014,-0.565,-0.17246835443037956,5760.5205,0.2922341,4.054219,-0.59393126,0.4018245004344049,-0.47504302925989705
SPLUS-n02s25_000003263,5244.22,4.438,0.334416,-0.611,-0.5668962169159952,5449.284,0.34675556,4.3823104,-0.45328566,0.30151584434587775,0.2650602409638543
SPLUS-n04s42_000003406,5577.92,4.219,0.269075,-0.184,-0.26689262082853826,5710.7344,0.14688784,4.230647,-0.2605802,0.3778110567469935,-0.11187607573149716
SPLUS-n03s20_000001184,5737.79,4.148,0.295639,-0.653,-0.12316599539700768,5739.732,0.31711966,4.221784,-0.5882408,0.41436279665279624,-0.23407917383821086
SPLUS-n06s43_000003416,6394.07,4.087,-0.012217,-0.302,0.46684407364787095,6472.076,0.02719403,4.114116,-0.42717946,0.5644108098221226,-0.3390705679862309
SPLUS-s02s10_000002371,5646.84,4.281,0.367342,-0.564,-0.20493203394706505,5671.756,0.3056123,4.295187,-0.46548292,0.3935685216516531,-0.005163511187608272
SPLUS-n03s22_000003109,5592.89,4.427,0.047083,0.112,-0.2534342635212887,5650.211,0.1410041,4.2386923,0.054323845,0.38123370981754995,0.24612736660929357
SPLUS-n03s28_000002649,5564.96,3.788,0.179416,-0.528,-0.27854394418872275,5703.5864,0.30438423,4.037613,-0.4597972,0.37484795829713285,-0.8537005163511191
SPLUS-n01s21_000007033,5927.64,4.427,0.070129,-0.3,0.04751330552359079,5811.9404,0.24809854,4.2191696,-0.5552634,0.457768988065298,0.24612736660929357
SPLUS-s02s13_000000787,5356.04,4.604,0.120967,-0.01,-0.46636759205983846,5252.6753,0.12814513,4.561158,-0.21547097,0.3270817138415109,0.5507745266781408
SPLUS-n01s24_000001013,5649.33,4.179,0.348,-0.481,-0.20269346950517786,5731.969,0.20815262,4.187906,-0.5443673,0.39413782065938097,-0.18072289156626464
SPLUS-n02s24_000006459,5425.21,4.416,0.387499,-0.487,-0.40418224971231265,5540.9214,0.34027117,4.396397,-0.41347817,0.3428963372810829,0.22719449225473376
SPLUS-n03n01_000003695,6134.91,4.189,0.11231,-0.564,0.23385356731875717,6084.8936,0.061691612,4.13354,-0.6468802,0.5051579861904979,-0.16351118760757366
SPLUS-n02s27_000004792,5697.51,4.476,0.12421,0.056,-0.15937859608745608,5694.3037,0.11076688,4.188853,0.07564416,0.4051534135077051,0.3304647160068841
SPLUS-n02n44_000011052,5781.13,4.238,0.35694,-0.607,-0.08420238780207079,5841.8975,0.2148043,4.137027,-0.66417676,0.4242718002652157,-0.07917383820998225
SPLUS-n03s20_000003493,5904.2,4.162,0.126425,-0.682,0.026440233026467475,5886.8325,0.2480642,4.158109,-0.69037724,0.4524098038319082,-0.2099827882960419
SPLUS-n02n27_000003683,5181.53,4.603,0.388785,-0.46,-0.6232558975834293,5307.6157,0.21432862,4.5516715,-0.27144837,0.28718277013123594,0.549053356282271
SPLUS-n05s03_000012460,5712.17,4.004,0.350947,-0.512,-0.1461989355581128,5773.1685,0.246426,4.077322,-0.36743352,0.40850518999497,-0.48192771084337416
SPLUS-n04s01_000006033,5736.75,4.436,0.205566,-0.255,-0.1241009781357878,5735.2627,0.18326825,4.0525975,-0.33071175,0.41412501714756056,0.2616179001721166
SPLUS-s02s13_000004470,5623.6,4.431,0.184383,-0.092,-0.2258253020713461,5525.8037,0.33567566,4.105611,-0.34115884,0.38825506424619327,0.2530120481927707
SPLUS-n05s01_000005399,5720.24,4.198,0.29302,-0.829,-0.13894382911392444,5809.4043,0.24813129,4.1652617,-0.7429287,0.41035026750194326,-0.14802065404474973
SPLUS-n01s37_000003026,5636.87,4.174,0.399552,-0.53,-0.21389528193325624,5703.4224,0.27134043,4.061658,-0.46365273,0.3912890392793452,-0.18932874354561058
SPLUS-n04s02_000001478,5805.78,4.412,0.059489,0.099,-0.06204149884925236,5706.909,0.11539707,4.137449,-0.07548511,0.4299076318075814,0.22030981067125577
SPLUS-n01s01_000010746,5348.82,4.335,0.135625,-0.192,-0.47285852991944743,5512.6943,0.17424814,4.1615214,-0.050291397,0.3254309753532398,0.08777969018932819
SPLUS-n02s27_000002418,5392.62,4.556,0.51184,-1.234,-0.43348137226697325,5446.8633,0.3596642,4.3874373,-1.1216172,0.3354451506698981,0.46815834767641995
SPLUS-n02n23_000002407,5484.04,4.492,0.282191,-0.525,-0.35129279344073616,5506.8164,0.34399813,4.413039,-0.6633659,0.3563468837166766,0.3580034423407916
SPLUS-n01s24_000004857,5547.66,4.412,0.401944,-0.348,-0.294097022439586,5633.939,0.2737365,4.295685,-0.4072033,0.37089258768119243,0.22030981067125577
SPLUS-n05s43_000014867,5378.45,4.629,0.140249,-0.086,-0.44622051208285374,5512.987,0.18496652,4.4498024,-0.09328816,0.3322054049110613,0.5938037865748695
SPLUS-n03s20_000009733,5550.81,4.436,0.151997,-0.193,-0.2912651035673184,5579.7666,0.28163698,4.3639264,-0.2601691,0.37161278522108926,0.2616179001721166
SPLUS-s02s12_000001610,6211.42,3.848,-0.136854,-0.175,0.3026377301495975,6110.7563,0.019642381,4.043259,-0.34386575,0.522650784215099,-0.7504302925989679
SPLUS-n04s41_000010134,5539.21,3.975,0.273492,-0.201,-0.30169375719217495,5646.604,0.15882035,4.203881,-0.08312358,0.36896062920115225,-0.53184165232358
SPLUS-n03s22_000007190,5707.9,4.275,0.0501,-0.067,-0.1500377589182973,5655.8374,0.2647504,4.2610235,-0.32019538,0.40752892221866555,-0.01549053356282215
SPLUS-n05n55_000005250,5952.65,4.39,0.077147,-0.428,0.06999784234752582,6282.482,0.15253755,4.159129,-0.4786785,0.46348712789793767,0.18244406196213347
SPLUS-n02s37_000013339,5649.04,4.52,0.126077,-0.258,-0.20295418584579927,5658.8325,0.22634381,4.2904334,-0.2251991,0.3940715167588825,0.4061962134251278
SPLUS-n04s42_000000210,5667.04,4.486,0.189777,-0.315,-0.18677179228998853,5690.487,0.24005544,4.2956157,-0.22202873,0.3981869312725776,0.34767641996557597
SPLUS-n03s22_000002199,6571.77,4.248,0.072948,-0.278,0.6266002589182973,6222.595,0.14468281,4.1367183,-0.95663154,0.6050390964378801,-0.06196213425129038
SPLUS-s02s07_000011276,5661.64,4.092,0.134682,0.092,-0.1916265103567314,5475.69,0.17242889,4.4042344,-0.39677945,0.39695230691846917,-0.3304647160068859
SPLUS-n02n01_000008362,5764.35,4.158,0.002036,0.07,-0.099287974683544,5753.369,0.07731645,4.115145,0.015233982,0.4204353194018931,-0.2168674698795181
SPLUS-n03s22_000007173,5961.05,3.824,0.599999,-2.133,0.07754962600690529,6067.8696,0.20207344,4.053698,-1.8652631,0.46540765467099565,-0.7917383820998278
SPLUS-n01s27_000001610,5648.71,4.147,0.374764,-0.121,-0.2032508630609895,5700.9062,0.2478444,4.252227,-0.22665146,0.39399606749279803,-0.2358003442340788
SPLUS-s02s11_000010233,5283.35,3.742,0.429992,-0.638,-0.5317174913693901,5584.1714,0.252123,4.054851,-0.38426533,0.31046229823037175,-0.9328743545611013
SPLUS-n02s24_000002821,5820.71,4.021,0.094787,-0.36,-0.04861910241657075,5851.576,0.18681036,4.095409,-0.50141484,0.43332113951255197,-0.4526678141135978
SPLUS-n03s26_000001912,5369.38,4.626,0.133422,-0.003,-0.4543746403912543,5359.28,0.17831914,4.54363,-0.15731558,0.33013169326443825,0.588640275387263
SPLUS-n03s23_000014315,5212.37,4.532,0.194066,0.046,-0.5955300632911396,5220.1665,0.11670429,4.6048174,0.022118457,0.2942338469980337,0.4268502581755591
SPLUS-n01s25_000003582,6358.91,4.198,0.122334,-0.426,0.4352344649021864,6360.817,0.02273114,4.14286,-0.4402065,0.556372033472038,-0.14802065404474973
SPLUS-s02s17_000006239,5115.36,4.735,0.053195,-0.024,-0.6827441743383202,5135.9146,0.15537377,4.104007,-0.070747554,0.2720540491106131,0.7762478485370057
SPLUS-n01s25_000003104,5932.71,4.258,0.139145,-0.646,0.05207134637514432,5971.8286,0.123364754,4.145865,-0.5800559,0.45892816315332213,-0.0447504302925994
SPLUS-s02s13_000007060,5737.43,4.397,0.215948,-0.516,-0.12348964326812428,5706.375,0.2798426,4.084055,-0.4471477,0.41428048836252224,0.19449225473321885
SPLUS-n01s19_000006211,5815.48,4.327,0.235334,-0.501,-0.053320986766398626,5756.705,0.1791044,4.1620607,-0.57351536,0.4321253829621837,0.07401032702237487
SPLUS-n02n20_000000785,5883.23,4.266,0.087228,-0.761,0.0075877445339465055,5817.465,0.24459213,4.0540705,-0.8415049,0.4476153459234531,-0.030981067125646078
SPLUS-n03s43_000010827,5680.61,4.008,0.330595,-0.553,-0.17457206559263572,5780.261,0.2107789,4.054342,-0.45598257,0.4012894965476243,-0.47504302925989705
SPLUS-n02n23_000013318,5970.85,3.946,0.083475,-1.308,0.08636004027617972,6254.277,0.04513984,4.066526,-1.0066586,0.4676482692395629,-0.5817555938037859
SPLUS-n06s41_000007910,5448.89,4.53,0.238188,-0.294,-0.38289341196777826,5540.098,0.23137806,4.3833184,-0.18686938,0.34831039370798866,0.42340791738382055
SPLUS-n03s24_000006820,6069.46,4.178,0.115266,-0.788,0.1750125863060994,6065.7534,0.10664704,4.09536,-1.195731,0.490193881750423,-0.18244406196213436
SPLUS-n03s21_000006230,5771.11,4.043,0.244283,-0.741,-0.09321058688147321,5806.6714,0.2637302,4.202703,-0.61950696,0.42198088618592516,-0.4148020654044746
SPLUS-s02s15_000008642,5752.01,4.105,0.101561,-0.031,-0.11038190448791685,5672.788,0.1412686,3.9824958,-0.14553967,0.41761397411861545,-0.30808950086058484
SPLUS-n03s22_000006600,5408.91,4.245,0.244163,-0.104,-0.4188363060989646,5551.0815,0.17001173,4.270642,-0.085541055,0.3391696008047921,-0.06712564543889865
SPLUS-s02s04_000007823,5766.93,4.289,0.334901,-0.66,-0.09696849827387766,5557.965,0.34309933,4.133851,-0.6619531,0.4210251954821895,0.008605851979345047
SPLUS-n03s21_000002461,5707.92,4.266,0.309707,-0.422,-0.15001977848101244,5751.0146,0.27765518,4.2013364,-0.4381654,0.4075334949014587,-0.030981067125646078
SPLUS-s02s10_000016435,5825.9,4.369,0.023976,-0.168,-0.04395317894131168,5711.1675,0.21310098,4.159949,-0.16976607,0.4345077506973341,0.1462994836488809
SPLUS-s03s03_000022869,5822.9,4.302,0.155455,0.149,-0.046650244533947394,5934.3364,0.023700025,4.1211257,0.05782436,0.4338218482783848,0.0309810671256443
SPLUS-n01s25_000000455,5330.25,4.388,0.086422,0.335,-0.4895533659378595,5353.9937,0.09356188,4.3998427,0.27997896,0.32118523937994425,0.17900172117039492
SPLUS-n06s41_000006804,5630.61,4.264,0.098836,0.033,-0.21952315880322182,5760.0176,0.14559832,4.153922,-0.28497672,0.3898577895651379,-0.03442340791738374
SPLUS-s02s09_000014139,5662.59,4.427,0.127681,-0.125,-0.19077243958573042,5478.01,0.29375708,4.456987,-0.38530123,0.3971695093511364,0.24612736660929357
SPLUS-n02s19_000004787,5766.21,4.144,0.318298,-0.562,-0.09761579401610998,5765.6953,0.30563378,4.176617,-0.5097182,0.4208605789016417,-0.24096385542168708
SPLUS-n03s27_000000756,5901.75,4.378,0.114293,-0.291,0.02423762945914909,5801.3257,0.19804323,4.1333747,-0.5848317,0.45184965018976647,0.16179001721170394
SPLUS-n02n27_000003791,5820.01,3.896,-0.023733,-1.273,-0.04924841772151822,6008.49,0.1154504,4.0755367,-1.2541595,0.4331610956147974,-0.6678141135972462
SPLUS-n01s24_000009172,5479.95,4.461,0.146781,0.058,-0.35496979286536234,5571.292,0.13107382,4.3147254,0.14366353,0.35541177008550917,0.3046471600688472
SPLUS-n02n22_000004794,5586.33,4.152,0.349711,-0.362,-0.25933184695051814,5635.666,0.23975722,4.073272,-0.38433346,0.3797338698614476,-0.22719449225473287
SPLUS-n02n23_000011493,5644.34,4.05,0.265054,0.11,-0.20717958860759467,5675.8774,0.12843177,4.2251773,0.06709794,0.39299693630252874,-0.402753872633391
SPLUS-s03s03_000006133,5519.95,4.494,0.147666,-0.332,-0.31900891829689293,5465.771,0.33916527,4.3945518,-0.4851785,0.36455713567149844,0.3614457831325293
SPLUS-n03s44_000001364,5525.13,4.565,0.18055,-0.1,-0.3143519850402763,5515.3843,0.19389977,4.4371,-0.13303491,0.36574146051488404,0.483648881239243
SPLUS-s02s01_000014374,5290.35,3.707,0.227257,-0.202,-0.5254243383199073,5420.2983,0.20327468,4.178188,-0.1086711,0.31206273720792,-0.9931153184165238
SPLUS-n02n19_000004280,5799.76,4.239,0.102581,-0.246,-0.06745361047180598,5821.1787,0.10783114,4.099994,-0.24459484,0.42853125428689026,-0.0774526678141143
SPLUS-n03s19_000006886,5846.25,4.267,0.113829,-0.227,-0.025658084004603232,5801.7925,0.16826303,4.1838036,-0.30708882,0.43916045543920607,-0.029259896729776358
SPLUS-n03n01_000009306,5531.41,4.448,0.105396,0.409,-0.30870612773302675,5522.277,0.11060313,4.117674,0.16862494,0.3671772829118843,0.2822719449225479
SPLUS-n04s01_000006105,6395.63,4.291,-0.084834,-0.175,0.468246547756042,6309.498,0.019254204,4.1466618,-0.26183036,0.5647674790799763,0.012048192771084487
SPLUS-n01s19_000012885,5634.15,3.793,0.005736,-0.442,-0.21634062140391297,5753.26,0.14570409,4.151883,-0.4712668,0.3906671544194978,-0.8450946643717723
SPLUS-n05n53_000004404,5469.48,4.457,0.149357,0.018,-0.36438255178365964,5670.0596,0.13613163,4.119815,-0.2764966,0.35301797064337637,0.2977624784853692
SPLUS-n02n27_000002275,6324.14,4.192,-0.019794,-0.393,0.4039754746835449,6290.9287,0.02145643,4.1549726,-0.43573532,0.5484224244364169,-0.1583476764199654
SPLUS-n01s24_000001411,5147.55,4.455,0.231214,-0.159,-0.6538046605293442,5286.4976,0.26510233,4.257947,-0.24392012,0.27941378206593803,0.2943201376936315
SPLUS-n03s22_000006925,5831.66,4.289,0.074222,-0.159,-0.0387748130034522,5861.134,0.075657666,4.106187,-0.28884238,0.43582468334171653,0.008605851979345047
SPLUS-s02s10_000013577,5925.58,4.228,0.185911,-0.849,0.045661320483314505,5875.2554,0.18461886,4.157896,-0.73322266,0.4572980017376195,-0.09638554216867501
SPLUS-n02n18_000001543,5487.87,3.781,0.278238,-0.663,-0.3478495397008059,5582.8667,0.35114852,4.087054,-0.68035644,0.3572225524715349,-0.8657487091222027
SPLUS-s02s10_000017874,5785.55,4.181,0.35832,-0.607,-0.08022871116225527,5736.5317,0.2702593,4.1016297,-0.53154653,0.4252823631624674,-0.17728055077452698
SPLUS-n04s43_000002024,6657.32,4.24,0.20767,-0.744,0.7035115794016109,6591.589,0.16277058,4.1492214,-0.78596187,0.6245987470849146,-0.07573149741824459
SPLUS-n03s24_000012091,5509.2,4.36,0.372048,-0.167,-0.3286734033371692,5509.719,0.27200457,4.4117603,-0.25108925,0.3620993186702638,0.13080895008605875
SPLUS-n03s43_000010433,5573.69,4.438,0.142534,-0.169,-0.27069548331415483,5632.2056,0.09833214,4.082855,0.14827242,0.3768439343362749,0.2650602409638543
SPLUS-s02s06_000013055,5972.63,4.193,-0.05071,-0.752,0.08796029919447701,6032.8564,0.08954528,4.1009603,-0.51336664,0.4680552380081395,-0.15662650602409744
SPLUS-n01s01_000012521,5955.05,4.285,0.096691,-0.2,0.07215549482163475,5854.947,0.04960373,4.1049714,-0.16446805,0.4640358498330972,0.0017211703958688318
SPLUS-n02s21_000002344,5228.85,4.721,0.332072,-0.507,-0.5807141829689293,5288.184,0.34761763,4.530671,-0.4397693,0.29800173761946147,0.7521514629948367
SPLUS-n02n26_000007235,4994.41,4.701,0.06162,-0.201,-0.7914808688147295,5125.7197,0.13762257,4.637663,-0.108778626,0.24440074991997807,0.7177280550774512
SPLUS-n04s02_000001021,5589.7,4.299,0.11498,0.124,-0.2563021432681243,5607.9316,0.12720309,4.2815557,0.13288748,0.3805043669120673,0.025817555938037806
SPLUS-n02n23_000010033,5522.82,4.172,0.506871,-0.604,-0.31642872554660517,5599.1973,0.30344227,4.355166,-0.45641834,0.3652133156522932,-0.19277108433735002
SPLUS-s02s04_000007247,6243.32,4.265,0.032963,-0.455,0.3313165276179513,5797.627,0.20829467,4.0917473,-0.47075588,0.5299442132699252,-0.0327022375215158
SPLUS-n01s24_000005950,5233.08,4.428,0.361309,-0.384,-0.5769113204833145,5401.051,0.20088,4.51215,-0.182071,0.29896886003017964,0.2478485370051633
SPLUS-n02s24_000005725,5552.95,4.358,0.298773,-0.845,-0.2893411967779054,5653.901,0.32593614,4.248597,-0.778073,0.3721020622799397,0.1273666092943193
SPLUS-s02s13_000011963,5933.34,4.341,0.100636,-0.236,0.052637730149597495,5822.2124,0.14401475,4.0338607,-0.30510667,0.4590722026613014,0.09810671256454384
SPLUS-n03s24_000012533,5706.73,4.015,0.367246,-0.356,-0.15108961449942448,5690.7114,0.3073218,4.1292915,-0.4979997,0.4072614202752755,-0.46299483648881345
SPLUS-n01s23_000007334,5448.69,4.217,0.121933,0.244,-0.3830732163406214,5389.3667,0.20216303,4.429726,-0.008985966,0.3482646668800585,-0.1153184165232366
SPLUS-n01s38_000006729,5404.16,4.59,0.194263,-0.161,-0.42310665995397034,5479.108,0.17720339,4.395641,-0.06829301,0.3380835886414558,0.5266781411359718
SPLUS-n02n27_000009917,5604.46,4.642,0.124272,-0.305,-0.24303258055235855,5506.3857,0.30414566,4.392321,-0.34391072,0.38387900681329745,0.6161790017211706
SPLUS-s02s04_000007220,6072.32,3.892,-0.02332,-0.819,0.17758378883774473,5907.715,0.13391568,4.109911,-0.5807098,0.4908477753898212,-0.6746987951807233
SPLUS-n03s20_000003541,5701.02,4.128,-0.172872,0.245,-0.15622302934407273,5664.079,0.12359118,4.0117197,0.0237806,0.4059559193378757,-0.2685025817555937
SPLUS-s02s13_000006579,5680.96,4.192,0.380417,-0.247,-0.17425740794016065,5676.2993,0.2700724,4.0727625,-0.33994505,0.401369518496502,-0.1583476764199654
SPLUS-n01s37_000008467,5575.47,4.437,0.194716,-0.234,-0.26909522439585665,5574.024,0.2381009,4.292552,-0.22234601,0.37725090310485176,0.26333907056798633
SPLUS-n01s01_000008836,5654.85,4.359,0.105038,0.066,-0.19773086881472945,5638.066,0.08891771,4.2421274,0.11288703,0.3953998811102474,0.12908777969018903
SPLUS-n02s44_000005636,5304.28,4.342,0.199369,-0.128,-0.5129009637514388,5391.496,0.21153669,4.4162207,-0.15253043,0.31524761077324054,0.09982788296041178
SPLUS-n02n28_000003252,5065.81,4.66,0.0797,-0.049,-0.7272907077100115,5170.8564,0.13250737,4.6098504,-0.05645808,0.26072522749096894,0.6471600688468158
SPLUS-s02s03_000017845,5040.08,4.745,0.196895,-0.324,-0.7504225402761797,5131.2773,0.11395503,4.6091475,-0.050544888,0.25484247107778124,0.7934595524956976
SPLUS-n01s21_000009582,4921.89,3.761,0.159841,0.003,-0.8566779344073643,5149.6675,0.10732202,3.914585,0.096457385,0.22782020211257958,-0.9001721170395864
SPLUS-n02s21_000000798,5772.61,4.006,0.017576,-0.067,-0.0918620540851558,5798.048,0.084382065,4.156174,-0.059696514,0.42232383739539975,-0.4784853700516347
SPLUS-n02n26_000005121,5620.25,4.194,0.21318,-0.277,-0.2288370253164551,5690.959,0.18103252,4.2654185,-0.2744989,0.38748913987836675,-0.15490533562822772
SPLUS-n01s19_000016879,5760.02,4.179,0.228527,-0.542,-0.10318073935558036,6001.537,0.17551671,4.091931,-0.7490083,0.4194453335772099,-0.18072289156626464
SPLUS-s02s13_000006586,5478.01,4.323,0.333904,-0.638,-0.3567138952819331,5682.362,0.22180617,4.298887,-0.43882528,0.3549682198545887,0.06712564543889865
SPLUS-s02s02_000009167,5239.39,4.449,0.476575,-0.617,-0.5712384925201377,5352.3853,0.33477104,4.477898,-0.49706334,0.3004115414513696,0.28399311531841587
SPLUS-n01s38_000006108,6268.2,4.303,-0.033414,-1.874,0.3536841915995401,6369.5493,0.27452615,4.069622,-1.9584929,0.5356326306644108,0.03270223752151402
SPLUS-n02s44_000003669,5629.54,3.941,0.340708,-0.493,-0.22048511219792832,5721.878,0.12863857,4.1569686,-0.16603339,0.3896131510357127,-0.5903614457831328
SPLUS-n02s37_000012541,5680.57,4.262,0.316952,-0.892,-0.17460802646720364,5788.373,0.28239614,4.19856,-0.7637036,0.4012803511820385,-0.03786574870912318
SPLUS-n02n18_000002537,5213.98,4.646,0.3393,-0.503,-0.594082638089759,5293.711,0.35128862,4.5470886,-0.37248135,0.29460194796286965,0.6230636833046468
SPLUS-n05s01_000016186,5901.79,4.428,-0.179034,-0.574,0.02427359033371701,5943.7646,0.09025096,4.1656575,-0.40590277,0.4518587955553523,0.2478485370051633
SPLUS-n01s38_000003021,5679.51,4.384,0.311347,-0.411,-0.17556098964326772,5687.91,0.29592305,4.22146,-0.36012366,0.4010379989940098,0.1721170395869196
SPLUS-n01s37_000002217,5931.06,4.283,-0.02466,-0.005,0.05058796029919499,5855.7026,0.07678293,4.1539803,-0.09812534,0.45855091682290006,-0.0017211703958688318
SPLUS-n03s20_000006370,5764.59,4.136,0.118426,-0.909,-0.09907220943613293,5893.545,0.1943819,4.2242618,-0.4951373,0.4204901915954091,-0.2547332185886404
SPLUS-n02n23_000014371,5421.58,3.881,0.334826,-0.171,-0.40744569907940154,5593.7954,0.13281918,4.214495,0.07035116,0.3420663953541543,-0.693631669535284
SPLUS-n02s38_000011998,5765.76,4.031,0.100496,-0.542,-0.09802035385500574,5569.1665,0.35519564,4.186865,-1.4410528,0.42075769353879916,-0.43545611015490593
SPLUS-n02s25_000005498,5263.69,4.645,0.353438,-0.399,-0.5493922612197935,5342.0093,0.3174925,4.49886,-0.44756272,0.30596735104485784,0.6213425129087771
SPLUS-n02s18_000007302,5880.95,4.204,0.0579,-0.421,0.005537974683544,5805.1094,0.24608599,4.1651073,-0.5417413,0.44709406008505176,-0.13769363166953585
SPLUS-n04s44_000009479,6422.5,4.117,0.012076,-0.144,0.49240326524741107,6335.8047,0.019320352,4.1148515,-0.2901294,0.5709108784123645,-0.2874354561101553
