ID,RA,DEC,Field,FWHM,ISOarea,KRON_RADIUS,MU_MAX,nDet_PStotal,PhotoFlagDet,CLASS_STAR,u_PStotal,J0378_PStotal,J0395_PStotal,J0410_PStotal,J0430_PStotal,g_PStotal,J0515_PStotal,r_PStotal,J0660_PStotal,i_PStotal,J0861_PStotal,z_PStotal,e_u_PStotal,e_J0378_PStotal,e_J0395_PStotal,e_J0410_PStotal,e_J0430_PStotal,e_g_PStotal,e_J0515_PStotal,e_r_PStotal,e_J0660_PStotal,e_i_PStotal,e_J0861_PStotal,e_z_PStotal,feh_predict
b'iDR3.SPLUS-n14s03.023094 ',152.8181274669201,-17.691006662063717,b'SPLUS-n14s03 ',2.1624088,525,2.5470395,10.630968,12.0,0,0.98556316,16.675,16.575087,16.565655,16.527618,16.304626,15.712595,15.602545,14.579465,14.0418,14.135739,13.788973,13.767706,0.008367871,0.010959222,0.016197262,0.013490986,0.01168062,0.0036377683,0.006542854,0.0019118824,0.0017056591,0.0015655286,0.0022590514,0.0016148265,-0.058912974
b'iDR3.HYDRA-0077.084865   ',150.3833525981921,-33.04326108927795,b'HYDRA-0077   ',2.0607584,271,2.7454164,12.111699,12.0,0,0.9744056,15.377505,15.103262,15.133448,15.320404,15.284002,15.461737,15.1573105,15.294937,14.924424,15.239864,15.167364,15.103933,0.0041474504,0.0051319078,0.0074203094,0.006743164,0.0062654694,0.003002383,0.005049821,0.0025884358,0.002551199,0.0026570049,0.0043973643,0.0031603232,-0.059050225
b'iDR3.SPLUS-s23s45.020422 ',352.25183229093045,-29.77943600230389,b'SPLUS-s23s45 ',2.044366,246,2.8794162,11.472648,12.0,0,0.9949884,15.014418,15.0137825,14.86295,15.40941,15.349426,15.492199,15.61466,15.360847,15.001359,15.375683,15.355514,15.372553,0.0036281033,0.005232113,0.006912789,0.007903258,0.0074264407,0.0033800846,0.0068050027,0.0027771622,0.0027179983,0.0028790685,0.005049378,0.0038802992,-0.057255477
b'iDR3.SPLUS-n18s18.000089 ',174.85074360973368,-23.627453015369365,b'SPLUS-n18s18 ',2.552651,252,2.627111,10.996559,12.0,0,0.97272193,19.206873,18.91611,18.565432,17.605415,16.900711,16.123627,16.05058,15.496835,14.925963,14.985117,14.378416,14.279529,0.030095164,0.03718928,0.04577469,0.022940971,0.014658539,0.004242254,0.0077724964,0.002779395,0.0024901687,0.002253219,0.0029221291,0.0019664422,0.2070138
b'iDR3.HYDRA-0049.043611   ',149.6811639194094,-29.463706851408396,b'HYDRA-0049   ',3.168911,395,3.0581338,11.737776,12.0,0,0.8713998,16.499258,16.07152,15.84794,15.5683155,15.472755,15.513618,15.65655,15.418391,14.922369,15.678785,14.766943,15.023354,0.0067930445,0.007799911,0.009739173,0.0072659985,0.0066586416,0.002987191,0.00610634,0.0026267627,0.0030067419,0.003147013,0.0036072289,0.0028952195,0.050466333
b'iDR3.SPLUS-s26s50.002280 ',319.5178198321214,-34.22870112817704,b'SPLUS-s26s50 ',2.2525218,245,2.9232867,12.185197,12.0,0,0.99263054,15.688907,15.642181,15.974881,16.06849,15.877293,16.180721,16.262272,15.903326,15.288493,15.884396,15.512299,15.861019,0.005097972,0.0066768196,0.010637249,0.010216351,0.009255345,0.004519814,0.009045831,0.003455476,0.003104158,0.0034569358,0.0050895605,0.0041131326,0.004537035
b'iDR3.SPLUS-n07s41.026589 ',205.91016519674625,-8.234371065828142,b'SPLUS-n07s41 ',3.3731456,194,3.209087,12.5739,12.0,0,0.9915205,15.942299,15.794027,15.686374,15.856902,15.948679,15.94547,15.914673,15.770126,15.452086,15.772181,15.619708,15.696314,0.005493663,0.007949956,0.010620637,0.009578522,0.009578453,0.0040983115,0.0075591253,0.0032521451,0.0032415562,0.0035002416,0.0060131866,0.0045240466,0.012548562
b'iDR3.SPLUS-n15s05.030347 ',156.19240356520726,-18.640259406430125,b'SPLUS-n15s05 ',14.521703,138,3.837694,10.72244,12.0,3,0.9966479,13.979157,14.111893,13.513956,14.429493,13.812301,12.277587,14.090717,13.436792,11.47743,14.596424,14.9057865,14.595655,0.0023457687,0.0034884429,0.0037125463,0.0050783996,0.0037088247,0.0007822407,0.00353299,0.0011593059,0.0005376379,0.0020410556,0.004122773,0.0025074475,-0.2511401
b'iDR3.STRIPE82-0019.044602',12.50586461795442,0.0344992810446802,b'STRIPE82-0019',2.6031578,565,2.8199565,11.66776,12.0,2,0.99224013,19.283854,19.421885,19.369892,18.114164,17.71727,16.457973,16.222387,14.962698,14.0328665,14.322019,13.835772,13.989097,0.038403906,0.06611084,0.097804286,0.031948335,0.022692574,0.0047748927,0.008953317,0.0022494344,0.0016735367,0.0017044091,0.002265072,0.0017835262,0.1986301
b'iDR3.STRIPE82-0154.047956',346.99773847816675,1.352716401874542,b'STRIPE82-0154',2.0965233,209,2.9600408,12.183438,12.0,0,0.9995708,17.746775,17.356304,17.30188,16.882708,16.779884,16.481216,16.262306,16.024363,15.755422,15.882215,15.84936,15.822377,0.013917895,0.018092101,0.033764817,0.02787244,0.01562837,0.0052145286,0.011814131,0.0040320847,0.003920407,0.0036366216,0.006231242,0.004537035,0.12092562
b'iDR3.STRIPE82-0105.074540',312.82152469985664,0.0357670444400493,b'STRIPE82-0105',3.5176797,236,3.1853678,13.152878,12.0,0,0.9773044,18.28603,18.273327,17.753134,16.641926,16.910269,16.367811,16.4051,16.01398,15.701316,15.977158,15.4266205,15.035553,0.019842917,0.02814625,0.029104097,0.012625211,0.014242326,0.004636831,0.009825493,0.003626064,0.0039038062,0.0038442472,0.007175781,0.0029036375,0.21658733
b'iDR3.SPLUS-s24s48.002957 ',74.70038090857064,-31.54311525156392,b'SPLUS-s24s48 ',3.0610924,196,3.2623796,13.061012,12.0,0,0.97906965,17.918745,17.58934,17.48235,16.9062,16.828205,16.581982,16.443583,16.231121,15.979159,16.114779,16.088943,16.111744,0.016974786,0.020509059,0.028223269,0.018014837,0.016647356,0.006085653,0.0113980705,0.0046546953,0.004843802,0.0045742253,0.0079447515,0.0062242392,0.15318348
b'iDR3.STRIPE82-0037.020376',25.07109927100977,-0.8341590148622415,b'STRIPE82-0037',2.3883944,164,3.160242,13.251481,12.0,0,0.99849784,16.372065,16.052092,16.351238,16.388922,16.302101,16.372818,16.358753,16.3605,16.145046,16.451126,15.362248,15.743148,0.0066830055,0.007792172,0.013237117,0.011086078,0.009832722,0.0045266817,0.008992762,0.0043377606,0.0045385296,0.0050140377,0.0049675805,0.004402641,0.05864433
b'iDR3.SPLUS-s23s21.002066 ',314.2175054095468,-30.244385711535383,b'SPLUS-s23s21 ',2.0540037,131,3.1169624,12.30958,12.0,0,0.98112124,16.140862,16.295662,16.205433,16.616741,16.61348,16.952698,16.930765,16.43954,15.802792,16.039864,16.05658,15.955928,0.006270889,0.00885893,0.01225712,0.01419289,0.016661374,0.007082541,0.013768375,0.0046478636,0.003946169,0.0040140026,0.007521136,0.005032906,0.06481601
b'iDR3.SPLUS-n18s15.013031 ',171.8227691471969,-23.320138157254476,b'SPLUS-n18s15 ',2.209977,154,3.2748847,12.659367,12.0,0,0.9816768,18.601152,17.912169,17.42139,17.142616,16.949745,16.551674,16.61139,16.367746,16.168755,16.35971,16.173508,16.335907,0.025551584,0.02384206,0.02584669,0.019996086,0.016829731,0.0058761756,0.011511813,0.004722817,0.004896669,0.0051097777,0.0080630295,0.007111657,0.20178875
b'iDR3.HYDRA-0053.009506   ',157.1671980507234,-29.986824557513728,b'HYDRA-0053   ',2.4598012,118,3.1647305,13.1399,12.0,0,0.9815049,19.350523,18.748993,18.258324,17.715675,17.47319,17.227398,16.794304,16.44262,16.072409,16.067421,15.730285,15.872236,0.056480322,0.052785147,0.05411487,0.03371935,0.02602915,0.008699091,0.013914397,0.0047283727,0.0046129087,0.004012401,0.006001182,0.0046700183,0.23383209
b'iDR3.HYDRA-0134.025098   ',160.28639352699972,-42.19955636290219,b'HYDRA-0134   ',2.5357146,89,3.4675455,12.79109,12.0,0,0.983161,18.86045,18.70919,18.355392,17.772038,17.618895,17.09654,16.925562,16.428844,15.865499,16.169874,16.087513,16.042263,0.040165506,0.054648492,0.06353159,0.038776793,0.033677988,0.009854304,0.016582195,0.005516809,0.004572497,0.0047970647,0.0075505646,0.005561836,0.24091798
b'iDR3.HYDRA-0154.102015   ',155.70206412488218,-45.89548222122048,b'HYDRA-0154   ',2.091071,122,3.1632004,12.693123,12.0,0,0.9990065,18.58903,18.21074,18.0458,17.51541,17.42777,17.02367,16.830399,16.449055,16.042366,16.240356,16.170183,16.154533,0.023915358,0.02726325,0.03588956,0.022293855,0.019986294,0.006938402,0.011972289,0.004834357,0.004647285,0.0047003916,0.00836595,0.006296701,0.20262319
b'iDR3.STRIPE82-0087.058024',300.06977974538904,-0.8669012824141373,b'STRIPE82-0087',3.983394,190,3.5375721,14.369072,12.0,0,0.9503244,19.054401,18.75006,18.34498,17.832691,17.662718,17.22271,16.864208,16.496603,16.102436,16.243183,15.903517,16.0592,0.029555276,0.05115279,0.049232848,0.024205012,0.020551473,0.005763973,0.010065575,0.0037963146,0.003844313,0.003602422,0.005278526,0.004509782,0.23977563
b'iDR3.STRIPE82-0150.022850',344.672536896105,0.7010042726315829,b'STRIPE82-0150',3.4411652,173,3.5533483,13.418533,12.0,0,0.9839144,18.442787,18.12583,18.054377,17.530758,17.381649,17.065044,16.882671,16.510674,15.787231,16.275341,16.205975,16.178434,0.01817525,0.045429878,0.048002232,0.029649653,0.02490848,0.008350698,0.014270247,0.005398477,0.0043071494,0.004953862,0.008478688,0.0064952173,0.20548892
b'iDR3.SPLUS-s24s17.039320 ',25.01047767040549,-30.44914382127544,b'SPLUS-s24s17 ',2.8585207,141,3.4059837,12.974673,12.0,0,0.9840382,18.914036,18.47165,18.38255,17.744326,17.58567,17.106298,16.880438,16.457663,16.052362,16.176086,16.113157,16.055317,0.037506234,0.04014039,0.059844833,0.034488272,0.03017853,0.00901682,0.015103979,0.005088625,0.004934054,0.004389879,0.007917731,0.005313066,0.2138196
b'iDR3.SPLUS-s31s44.019689 ',316.7000786165858,-40.334348615950496,b'SPLUS-s31s44 ',5.5847573,152,3.5633929,13.553239,12.0,0,0.96844286,16.323307,16.17455,16.2767,16.352522,16.350523,16.493847,16.522545,16.525349,16.323256,16.664688,16.687103,16.76533,0.004562818,0.006020033,0.009798739,0.008361425,0.007852011,0.0050959294,0.0077477954,0.0041241855,0.0040744822,0.0055984342,0.012739448,0.016596898,0.08959
b'iDR3.SPLUS-s30s45.031891 ',314.7498540986363,-38.776753269410825,b'SPLUS-s30s45 ',2.2244277,122,3.3163388,12.754511,12.0,0,0.99242,19.22153,18.94976,18.597584,17.94631,17.775166,17.199875,17.030476,16.521797,16.211351,16.282646,16.218369,16.171574,0.0314531,0.038245115,0.046115603,0.02638137,0.022501014,0.00689594,0.012479148,0.004734308,0.004817156,0.0049096704,0.008765265,0.0066926233,0.2562402
b'iDR3.HYDRA-D-0002.076161 ',157.1051902305326,-34.22410184201701,b'HYDRA-D-0002 ',1.7425,98,2.892184,13.075312,12.0,0,0.9809637,19.397682,19.384548,18.909615,18.081142,17.804726,17.462702,17.004951,16.666113,16.157818,16.359068,15.758803,16.174595,0.04013667,0.06639146,0.0750283,0.032594737,0.025392361,0.00771344,0.012822356,0.0047817607,0.0043972954,0.0043724715,0.00579361,0.005253848,0.28376454
b'iDR3.HYDRA-0037.036749   ',160.3236295406027,-26.586227038894226,b'HYDRA-0037   ',2.067854,104,3.2704039,13.539873,12.0,0,0.9826458,18.196564,17.84425,17.67883,17.290312,17.247532,16.97711,16.808966,16.555824,16.31234,16.41389,16.364977,16.363655,0.023469267,0.027669253,0.03891593,0.026256124,0.02363828,0.0075720134,0.014115761,0.0051980596,0.0054567163,0.0050413115,0.009286353,0.0065598986,0.18350081
b'iDR3.HYDRA-0080.032627   ',155.1756706372574,-33.83399007627319,b'HYDRA-0080   ',2.0665846,116,3.1170084,12.701449,12.0,0,0.98897284,16.919079,16.711733,16.626297,16.709854,16.729862,16.752518,16.749348,16.660856,16.342617,16.602028,16.264845,16.535496,0.009916057,0.012188796,0.016131863,0.014597434,0.014112306,0.0060093617,0.011712189,0.005193621,0.00512503,0.0052784,0.007870954,0.006673468,0.11655298
b'iDR3.SPLUS-s03s04.009807 ',329.3658517917474,-3.2052445223161725,b'SPLUS-s03s04 ',2.4398284,111,3.5276551,13.192239,12.0,0,0.9810386,18.48998,18.153229,18.059471,17.558752,17.458876,17.201744,16.997604,16.73029,16.207268,16.57719,16.539736,16.532795,0.030856455,0.033099346,0.045838863,0.030148176,0.027429387,0.009717964,0.016540162,0.006105054,0.005305242,0.0057481728,0.010044878,0.0074045886,0.21494278
b'iDR3.SPLUS-s25s48.044218 ',75.64319034577782,-31.904303662693387,b'SPLUS-s25s48 ',2.8825955,122,3.4499063,13.391514,12.0,0,0.98296785,19.637463,19.4806,19.275017,18.389357,18.093716,17.484089,17.322536,16.701605,16.196314,16.404055,16.283672,16.260735,0.046114534,0.060001474,0.08866117,0.041645706,0.03205502,0.008955276,0.01645119,0.005393536,0.0048866887,0.005088444,0.008409974,0.006696338,0.29126635
b'iDR3.SPLUS-s43s46.027730 ',345.4132209059663,-55.78488426174897,b'SPLUS-s43s46 ',3.0500631,79,3.6587121,13.414455,12.0,0,0.98304904,18.291042,17.967167,17.829918,17.40429,17.404722,17.116543,16.905684,16.689812,16.286648,16.536398,16.516209,16.503298,0.031511605,0.037763976,0.052169777,0.03541312,0.034708854,0.010687684,0.018277692,0.007018678,0.0066749672,0.006594865,0.012057064,0.009231503,0.1975374
b'iDR3.SPLUS-s25s12.007453 ',16.722666519750696,-32.72831437441763,b'SPLUS-s25s12 ',2.137667,147,3.2830913,12.873341,12.0,0,0.9778816,17.19006,16.883648,16.904524,16.918987,16.857489,16.872787,16.803095,16.695087,16.507713,16.754473,16.674126,16.452251,0.009962523,0.0124978,0.018318512,0.01691437,0.016000638,0.0066214656,0.012628767,0.0053883903,0.0057256804,0.0061928187,0.011531024,0.0075129615,0.1408686
b'iDR3.SPLUS-n17s21.079820 ',180.25209019782352,-20.97487286420618,b'SPLUS-n17s21 ',2.094634,145,3.1116676,12.867665,12.0,0,0.9755777,19.182514,18.88522,18.644772,17.944668,17.861906,17.37033,17.246601,16.771067,16.326101,16.54565,16.477526,16.447102,0.025474489,0.031155955,0.041537624,0.022560632,0.02050546,0.006787933,0.011856788,0.0043400326,0.0040794695,0.0039034134,0.006682627,0.004873002,0.26128545
b'iDR3.SPLUS-n10s37.041962 ',201.0769997123189,-11.792860936759242,b'SPLUS-n10s37 ',4.89766,141,3.9026372,14.297218,12.0,0,0.9816643,18.398293,17.656555,16.490232,17.278517,17.245369,17.104713,16.953125,16.759354,16.318731,16.669088,16.256145,16.613241,0.027436072,0.026241204,0.016868655,0.027178083,0.025252819,0.008999631,0.016514886,0.006888824,0.0055053364,0.00730219,0.00966105,0.009996552,0.20764387
b'iDR3.STRIPE82-0107.071315',314.9006973983312,-0.1759724622394297,b'STRIPE82-0107',2.2751653,119,3.1674802,13.3243885,12.0,0,0.99809915,21.071455,20.520678,19.713335,19.881985,19.277367,18.414692,18.167229,17.070618,16.17507,15.8032055,15.063591,15.2140665,0.2001749,0.1923198,0.17554618,0.1386078,0.07984168,0.01449547,0.030261526,0.0066545,0.004908575,0.0035838513,0.0043948735,0.0034453974,0.30284277
b'iDR3.SPLUS-s26s23.012583 ',36.27404722982129,-33.884716008801554,b'SPLUS-s26s23 ',2.1063836,196,3.0771632,12.14152,12.0,0,0.9955605,21.45057,21.003084,20.481903,19.99822,19.500263,18.302654,18.130173,17.02588,15.877386,15.449852,15.154066,14.852324,0.24542919,0.32308742,0.28273144,0.17667107,0.11347667,0.017024938,0.03047723,0.006663077,0.0041289213,0.0030550137,0.004428304,0.0027812049,0.3242304
b'iDR3.SPLUS-s29s46.072842 ',316.47319569385303,-37.14456181858315,b'SPLUS-s29s46 ',1.896335,129,3.1229312,12.621682,12.0,0,0.8541697,16.42494,16.430645,16.393665,16.536879,16.53376,16.472448,16.822866,17.030285,16.201042,17.552546,17.814537,17.821917,0.0068142773,0.009748232,0.013611945,0.012251621,0.011860475,0.004633833,0.01076348,0.0055436236,0.004280252,0.00793243,0.018399647,0.0136445705,0.18338314
b'iDR3.SPLUS-n15s15.028829 ',170.17058393998343,-18.798912204485912,b'SPLUS-n15s15 ',3.0237088,98,3.6619227,13.749451,12.0,0,0.9815867,19.971216,19.73347,19.399115,18.644485,18.406885,17.818535,17.700222,17.092571,16.726536,16.83598,16.743923,16.691853,0.05519322,0.07653242,0.100830056,0.053738292,0.04396456,0.012202143,0.023067318,0.0071695275,0.007060107,0.00680412,0.012107251,0.008760028,0.32377705
b'iDR3.SPLUS-n16s18.018504 ',175.65814831106258,-20.45605247119997,b'SPLUS-n16s18 ',2.4548626,93,3.6849134,13.58295,12.0,0,0.9821571,18.991854,18.29596,17.925095,17.714714,17.63602,17.342842,17.315687,17.067644,16.689234,16.962961,16.614643,16.878029,0.04911541,0.039094076,0.0432997,0.033238884,0.030317562,0.01050417,0.018688912,0.0072012767,0.006841814,0.006951685,0.011419565,0.009387786,0.2471298
b'iDR3.SPLUS-n15s16.054572 ',171.03898275409756,-18.54010963837252,b'SPLUS-n15s16 ',2.9159875,95,3.3841815,13.513284,12.0,0,0.9836159,18.59349,18.221195,18.141472,17.742775,17.634108,17.349638,17.187578,16.921349,16.54252,16.780981,16.775238,16.743134,0.02178284,0.026850043,0.04030918,0.028411152,0.02508423,0.008566021,0.015526225,0.0060457266,0.0056746555,0.006065093,0.011105779,0.008308191,0.22378483
b'iDR3.SPLUS-n14s14.057918 ',169.1815896684582,-17.194855188675877,b'SPLUS-n14s14 ',2.2105641,113,3.330571,13.287314,12.0,0,0.9810626,17.631618,17.265484,17.256626,17.324944,17.227816,17.243217,17.15743,17.081772,16.818733,17.038082,16.852577,16.4491,0.014096993,0.020744065,0.024851684,0.022683043,0.020994551,0.008230063,0.01593722,0.0065881494,0.0065968493,0.007070652,0.011497754,0.0068582385,0.18015993
b'iDR3.SPLUS-n15s22.022570 ',180.1873094362587,-18.995686347147792,b'SPLUS-n15s22 ',2.1086402,72,3.3047636,13.119205,12.0,0,0.9817897,17.812862,17.666359,17.611164,16.957268,16.799412,17.165705,17.254282,17.10395,16.821438,16.960526,16.762253,16.746422,0.017569052,0.024985652,0.034572344,0.020134328,0.017271325,0.00948445,0.019019036,0.007636882,0.0074738828,0.0073414696,0.01172878,0.008899049,0.20513879
b'iDR3.SPLUS-n05s43.038304 ',207.30610669293137,-4.953601710744896,b'SPLUS-n05s43 ',2.9639335,90,3.642308,13.906931,12.0,0,0.9810382,18.454979,18.077087,17.901669,17.63586,17.553547,17.396627,17.319557,17.099483,16.849575,16.99858,16.980154,16.954407,0.022845838,0.028001709,0.041516956,0.030651338,0.031027002,0.0105596455,0.021642301,0.008110303,0.007752803,0.008193662,0.016572095,0.012046407,0.22669607
b'iDR3.SPLUS-n08s42.032100 ',207.22978642454552,-9.488561599696409,b'SPLUS-n08s42 ',2.461586,112,3.4477794,13.382378,12.0,0,0.9417218,18.83812,18.574804,18.331116,17.891342,17.81816,17.344769,17.36927,16.959389,16.772362,17.057758,16.582108,16.701406,0.028781883,0.035564512,0.04537067,0.029089166,0.026748912,0.008515646,0.016840795,0.0062918463,0.006583749,0.0072756945,0.010619995,0.008617676,0.26367325
b'iDR3.SPLUS-n12s40.010702 ',205.8792268775973,-15.316371740752832,b'SPLUS-n12s40 ',2.0060656,66,3.3908508,12.998138,12.0,0,0.98474336,17.684706,17.38095,17.277676,17.282232,17.26458,17.16882,17.101238,16.90916,16.644619,16.802444,16.791206,16.734104,0.016523328,0.018896723,0.02565863,0.02395111,0.022529662,0.009249331,0.016643059,0.0069074547,0.006899862,0.0066799796,0.013332276,0.009108337,0.16790229
b'iDR3.SPLUS-n06s45.027299 ',210.3505846173844,-6.719768099416888,b'SPLUS-n06s45 ',2.7595744,121,3.6408286,13.593066,12.0,0,0.9817753,19.38442,19.135721,18.881895,18.243816,18.09473,17.566526,17.459156,16.90366,16.581387,16.647884,16.594849,16.533443,0.04406868,0.059564874,0.074763015,0.04271874,0.036449637,0.010757751,0.018924491,0.006868759,0.0062029455,0.006460097,0.012222377,0.008544608,0.27499554
b'iDR3.SPLUS-n09s43.035461 ',208.69386729420503,-10.684057890909807,b'SPLUS-n09s43 ',3.7434523,79,3.8559294,14.022281,12.0,0,0.9827944,17.366352,17.096786,17.201849,17.224987,17.09742,17.201899,17.168602,17.085352,16.739338,17.052998,16.187008,16.520864,0.015494862,0.018861026,0.030403515,0.028150097,0.024487829,0.011213281,0.021183876,0.009211582,0.009409332,0.00967312,0.010414319,0.009434989,0.15981568
b'iDR3.HYDRA-0110.006116   ',163.1105632902252,-38.33446119230244,b'HYDRA-0110   ',4.1123023,124,3.6023216,14.082423,12.0,0,0.98551285,18.838749,18.543964,18.381386,17.846275,17.807766,17.456783,17.219715,16.928614,16.589905,16.725601,16.679844,16.641237,0.027320266,0.035276003,0.047517717,0.030362183,0.027855573,0.009273629,0.015872559,0.0061282674,0.0059682066,0.005960799,0.01149616,0.008278177,0.23856223
b'iDR3.HYDRA-0033.052804   ',154.92841660416346,-26.52548431061678,b'HYDRA-0033   ',2.0315535,155,3.0887346,13.228002,12.0,0,0.97549796,17.85359,17.789944,17.838848,17.86525,17.789154,17.625633,17.620039,17.013777,16.665844,16.716314,16.624922,16.55507,0.010407246,0.015316694,0.02204663,0.01906027,0.017441044,0.006994625,0.013211285,0.004451329,0.004380833,0.0039512254,0.006842533,0.0048917904,0.17098495
b'iDR3.HYDRA-0123.080480   ',154.40485551535713,-40.10012499156397,b'HYDRA-0123   ',2.385341,96,3.554739,13.29326,12.0,0,0.9802511,18.994999,18.692078,18.563593,18.059288,17.885096,17.512712,17.269793,16.966957,16.661953,16.76551,16.706003,16.673426,0.046283677,0.051328477,0.06399414,0.042788114,0.034391288,0.011065094,0.018323861,0.0066085444,0.006077131,0.0064671715,0.011570052,0.009117232,0.24830788
b'iDR3.HYDRA-0118.094243   ',161.41558087136073,-38.47206514166183,b'HYDRA-0118   ',2.4226916,93,3.3267367,13.245302,12.0,0,0.983,18.725754,18.298286,18.207386,17.82246,17.72569,17.480328,17.341852,17.08302,16.159607,16.948961,16.87348,16.874287,0.025228754,0.027818007,0.039853316,0.02887383,0.024917647,0.008852935,0.016404428,0.0063849315,0.004728545,0.006663673,0.011125011,0.008937261,0.25236058
b'iDR3.HYDRA-0146.016214   ',152.52806643607835,-45.10099041837315,b'HYDRA-0146   ',4.6354656,81,3.462548,13.877309,12.0,0,0.97811985,19.91371,19.575657,19.194092,18.64394,18.34895,17.853271,17.662617,17.096756,16.712152,16.79124,16.628294,16.5742,0.08694633,0.10616638,0.11273261,0.06333131,0.05096845,0.016487429,0.024798688,0.008126115,0.006693415,0.0085644405,0.010956856,0.009162407,0.31095564
b'iDR3.SPLUS-s02s11.001268 ',338.4497536626169,-2.0470856835169693,b'SPLUS-s02s11 ',1.9147179,45,3.311638,13.237725,12.0,0,0.99941146,19.116291,18.794477,18.705076,18.139576,18.191948,17.820309,17.625736,17.32923,17.013348,17.13817,17.096098,17.095936,0.044651695,0.053116888,0.07617424,0.048433907,0.046154622,0.01396038,0.02375082,0.008293514,0.007798442,0.00774821,0.013818768,0.01040477,0.26870275
b'iDR3.SPLUS-s29s31.008611 ',51.22630535895587,-37.950023693657016,b'SPLUS-s29s31 ',1.988074,97,3.451294,13.211371,12.0,0,0.9506842,17.561771,17.19429,17.354282,17.39653,17.304403,17.369728,17.305878,17.222513,17.051134,17.319267,16.730946,16.831444,0.0143752,0.016157717,0.026076177,0.024678903,0.022055844,0.009692145,0.01778447,0.0076039224,0.007916986,0.008625812,0.011531201,0.008726164,0.17926228
b'iDR3.SPLUS-s45s31.038151 ',316.6806036654985,-58.03112921730447,b'SPLUS-s45s31 ',2.563249,69,3.6875777,13.813496,12.0,0,0.9810683,19.798803,19.339666,19.210419,18.752493,18.424303,17.939814,17.731117,17.321285,17.014225,17.0424,16.93909,16.900959,0.097350255,0.09853722,0.13376532,0.085451275,0.060357027,0.015588188,0.025985891,0.008383705,0.008347193,0.0078062215,0.013630902,0.01034104,0.29805267
b'iDR3.STRIPE82-0102.026106',310.98668825749763,0.3157746549078051,b'STRIPE82-0102',2.099138,72,3.2339032,13.057353,12.0,0,0.9822556,19.8936,19.582651,19.289177,18.61867,18.41946,17.87093,17.637081,17.16585,16.830542,16.934057,16.857143,16.804295,0.049087353,0.061066378,0.0718642,0.040016092,0.03373285,0.010051048,0.017107157,0.0062959404,0.0060037584,0.0060415547,0.010732075,0.007935306,0.31600934
b'iDR3.STRIPE82-0130.035257',330.8130711615091,1.2891533854468642,b'STRIPE82-0130',3.8791504,131,3.6974695,15.207894,12.0,0,0.9838142,16.458282,16.473541,16.482662,16.547413,16.591558,16.803116,16.851662,17.20943,17.157349,17.656195,17.868578,17.919329,0.007986775,0.011696159,0.017438384,0.014333804,0.013760831,0.0066471025,0.013913217,0.0084285205,0.008735297,0.012849817,0.031108342,0.028944945,0.16548178
b'iDR3.SPLUS-s24s25.039504 ',37.47787637713116,-30.599559376424764,b'SPLUS-s24s25 ',2.495064,75,3.474333,13.541607,12.0,0,0.98283935,17.378244,17.003435,17.171207,17.307674,17.236546,17.31438,17.23248,17.324305,17.13926,17.434072,17.340403,16.89949,0.0117770415,0.0143717555,0.022623857,0.02127675,0.019633302,0.008439405,0.015697679,0.0074843694,0.007636593,0.008694187,0.016716875,0.008953402,0.18393733
b'iDR3.SPLUS-s30s47.018598 ',318.7285608645685,-39.17485927000816,b'SPLUS-s30s47 ',2.7984095,83,3.4826922,13.583669,12.0,0,0.9839584,18.523212,18.242561,18.0922,17.77305,17.626957,17.474152,17.319996,17.12103,16.820019,16.970987,16.965937,16.968185,0.02137846,0.033070404,0.036262892,0.026224742,0.023330338,0.008802224,0.016006304,0.0065556928,0.008300052,0.0064555537,0.012247438,0.011027449,0.2326043
b'iDR3.SPLUS-s25s52.041030 ',320.7554266658111,-32.02042962762258,b'SPLUS-s25s52 ',1.8623983,66,3.2483025,12.949314,12.0,0,0.99660057,21.997566,21.220942,22.51209,20.25373,19.738653,18.663048,18.587908,17.303833,16.67148,16.655005,16.385252,16.329754,0.38789597,0.2606464,1.2190351,0.15082288,0.09250833,0.016457591,0.032193057,0.007216765,0.0061788806,0.0057133967,0.009748355,0.006971622,0.35609022
b'iDR3.SPLUS-s20s23.019243 ',317.28810107730783,-25.74137411368833,b'SPLUS-s20s23 ',4.7345214,76,3.8833458,14.598879,12.0,0,0.99424446,20.159164,20.008568,19.510632,18.967094,18.915821,18.140182,18.023369,17.324905,16.564056,16.980242,16.875412,16.835331,0.072477795,0.11507826,0.13133515,0.076743826,0.06651972,0.014773494,0.027392147,0.008136969,0.0065789917,0.008556271,0.018817876,0.01379738,0.35087156
b'iDR3.SPLUS-n12s28.009858 ',189.02345125130523,-15.279978608715632,b'SPLUS-n12s28 ',3.594805,88,3.9133627,14.486294,12.0,0,0.98306465,19.095743,18.870556,18.779743,18.31931,18.051918,17.79767,17.621784,17.322739,17.007725,17.13126,17.087574,17.03738,0.043045443,0.05590854,0.09775188,0.050010104,0.04043348,0.013590055,0.024443194,0.009660835,0.007597599,0.009442006,0.016032659,0.0150811765,0.27638426
