ID,RA,DEC,Field,FWHM,ISOarea,KRON_RADIUS,MU_MAX,nDet_PStotal,PhotoFlagDet,CLASS_STAR,u_PStotal,J0378_PStotal,J0395_PStotal,J0410_PStotal,J0430_PStotal,g_PStotal,J0515_PStotal,r_PStotal,J0660_PStotal,i_PStotal,J0861_PStotal,z_PStotal,e_u_PStotal,e_J0378_PStotal,e_J0395_PStotal,e_J0410_PStotal,e_J0430_PStotal,e_g_PStotal,e_J0515_PStotal,e_r_PStotal,e_J0660_PStotal,e_i_PStotal,e_J0861_PStotal,e_z_PStotal,feh_predict
b'iDR3.STRIPE82-0087.104549',300.74813318182413,-0.4569289599365395,b'STRIPE82-0087',3.4160383,16,1.82,17.984041,12.0,0,0.5478333,22.117239,23.16183,21.685116,21.7129,21.748814,21.303421,21.604721,20.41482,19.207024,20.025526,20.023993,19.905672,0.42106146,2.4965806,0.9231555,0.6562441,0.6273256,0.1213455,0.44715852,0.06503886,0.03076419,0.06397867,0.13248074,0.10583013,0.7965054
b'iDR3.STRIPE82-0087.157609',301.0071537572194,0.0069685397520014,b'STRIPE82-0087',3.452371,16,1.82,18.017994,10.0,0,0.51812285,99.0,99.0,21.24305,20.95837,21.222248,21.183193,20.580208,20.392557,19.74286,20.104923,20.212128,19.973673,22.285767,21.3679,0.5919185,0.33352193,0.39199087,0.109872475,0.17911895,0.06332859,0.04774099,0.06935572,0.15739945,0.11289289,1.1778821
b'iDR3.STRIPE82-0087.114979',300.8764155230596,-0.3653935703103015,b'STRIPE82-0087',2.9632187,19,3.854292,17.543577,9.0,0,0.6783909,22.251463,99.0,99.0,22.513905,99.0,22.128468,22.926182,20.348188,18.12753,19.739185,19.468243,19.225164,0.46263692,21.3679,20.978617,1.3467389,21.442844,0.25083935,1.4757309,0.060140304,0.013219625,0.04914576,0.07983961,0.056778625,1.5501529
b'iDR3.STRIPE82-0087.115559',301.04262885674086,-0.3603595124578146,b'STRIPE82-0087',3.297955,14,3.4827611,18.04486,12.0,0,0.5358458,21.402266,20.918339,21.551477,20.927324,22.100227,21.049723,20.56702,20.42481,17.123085,20.334202,20.30924,20.225248,0.21162283,0.31182003,0.78254837,0.31755683,0.8519739,0.09571522,0.17338835,0.06371555,0.006762765,0.0830977,0.16915599,0.13963386,0.5994128
b'iDR3.STRIPE82-0038.010954',25.61284110043893,0.2916569593475113,b'STRIPE82-0038',2.1138425,17,3.283831,16.896238,12.0,0,0.9881922,20.47945,20.314638,20.42022,20.579268,19.993584,20.37876,20.48581,20.43208,19.645111,19.818483,19.027977,19.124153,0.11025551,0.1655957,0.27224192,0.22647965,0.13766673,0.060542554,0.17628706,0.069323234,0.039098278,0.056418918,0.065572426,0.0629471,0.59850794
b'iDR3.STRIPE82-0092.088595',303.37424353784945,1.0608441221589269,b'STRIPE82-0092',2.0915864,8,7.134884,17.545223,10.0,0,0.67756134,99.0,21.258892,99.0,21.682163,22.811665,21.25283,20.546968,20.415857,19.024176,19.88543,19.798082,19.854843,21.563156,0.84539926,20.44365,1.0955291,2.491826,0.20662685,0.26486915,0.14405747,0.043854248,0.14221448,0.15089953,0.30950993,-13.145024
b'iDR3.STRIPE82-0131.034199',332.36566158168495,-0.8052376045536256,b'STRIPE82-0131',1.9008691,6,1.82,16.577097,11.0,0,0.7989219,22.15888,21.333138,20.868385,20.465582,20.503654,22.497982,19.85348,20.396914,19.802456,21.121952,19.781092,99.0,0.32585523,0.23780106,0.25177935,0.16186637,0.16217259,0.3151857,0.08065118,0.05594762,0.04124032,0.13772921,0.08913374,21.77867,0.16669628
b'iDR3.STRIPE82-0147.043690',342.95730339479854,-0.4698259059306293,b'STRIPE82-0147',2.3642454,12,3.7067199,17.179543,12.0,0,0.9321156,22.955803,22.152143,21.111607,21.24644,20.54239,20.74853,19.576168,20.427807,19.863129,20.451788,20.43203,20.255848,0.769083,0.6350605,0.3609909,0.31477985,0.16026227,0.058055557,0.067074515,0.05065047,0.0405536,0.08041329,0.22089449,0.12879497,0.77911466
b'iDR3.STRIPE82-0030.011791',19.57552004108609,0.2487480482840988,b'STRIPE82-0030',2.563463,16,4.493197,17.439072,12.0,0,0.9452091,20.537203,20.43977,20.7886,20.424767,20.691303,20.80851,20.646955,20.429699,19.865921,20.437061,20.428822,20.369593,0.07834133,0.11708378,0.25263214,0.14751986,0.16869073,0.062201984,0.13720776,0.047651425,0.037721023,0.0684913,0.16325682,0.124388695,0.65558535
b'iDR3.STRIPE82-0101.033644',309.8780131359792,-0.9432857353934012,b'STRIPE82-0101',2.3577538,17,3.4845424,17.385395,10.0,0,0.902041,24.244946,99.0,22.584286,22.36866,99.0,21.267876,20.984625,20.423561,19.570662,20.056768,20.041653,19.810928,2.3623855,22.026001,1.2941123,0.85999614,21.792454,0.091350354,0.20437926,0.052154828,0.02873654,0.04997109,0.110124394,0.07393103,2.2809968
b'iDR3.STRIPE82-0164.034395',354.3799640317918,0.6822180980944633,b'STRIPE82-0164',2.3472273,17,4.7842436,16.418097,12.0,0,0.84245276,21.256966,20.92683,21.038689,21.469803,21.393711,21.021803,20.857382,20.339575,19.52343,20.433655,19.694345,19.930706,0.14734472,0.16824874,0.30500668,0.36496356,0.32132152,0.07780093,0.16293453,0.046397693,0.032232724,0.06373912,0.08154461,0.078335136,0.6742421
b'iDR3.STRIPE82-0050.021521',33.39493673004336,0.5388291344152083,b'STRIPE82-0050',2.2423892,13,4.7391257,17.160093,12.0,0,0.80270606,22.223827,22.637524,21.703388,21.423862,21.034618,21.11501,21.120152,20.36277,17.825802,20.119125,20.100893,20.087177,0.48083603,1.1863735,0.8349832,0.5107803,0.3344224,0.10510732,0.3116452,0.06663602,0.012045786,0.07500427,0.19164787,0.14121683,0.7590061
b'iDR3.STRIPE82-0010.005855',5.657902318221463,0.0886788337120439,b'STRIPE82-0010',2.8075533,16,3.911317,16.58458,12.0,0,0.93159443,20.34319,20.239143,20.700527,20.897964,20.21973,20.627573,20.52494,20.419733,19.829195,20.386353,20.012693,20.07211,0.074032895,0.09787606,0.26086625,0.2700537,0.13052031,0.064656265,0.13444507,0.059243757,0.03828504,0.080843896,0.11438523,0.1065175,0.6419511
b'iDR3.STRIPE82-0119.049314',323.4643830637324,-0.5911801517376837,b'STRIPE82-0119',5.5965037,27,5.1230545,17.31313,12.0,0,0.5778532,21.417393,21.260756,21.322296,21.209705,21.05188,20.980583,20.586544,20.37788,18.754982,20.852962,19.776438,20.113861,0.15259598,0.18590744,0.3601012,0.25453776,0.20590194,0.06753551,0.115119,0.041091416,0.014108436,0.09501639,0.08054118,0.09254653,0.7171842
b'iDR3.STRIPE82-0119.074018',322.9592556016735,0.0068845557823457,b'STRIPE82-0119',3.0476334,25,2.633872,16.364231,12.0,0,0.8580307,20.518887,20.473127,20.024967,19.793745,19.501612,21.008545,19.997135,20.442848,18.689507,20.03975,18.531034,19.14879,0.06633167,0.089156404,0.11021022,0.077507555,0.05719906,0.07040053,0.071409464,0.04349666,0.013497495,0.04683579,0.027473873,0.039158486,0.6310335
b'iDR3.STRIPE82-0132.015349',332.3654588760257,0.2808289283110239,b'STRIPE82-0132',5.8045473,17,6.178645,16.781872,10.0,0,0.7787132,22.669853,24.364817,99.0,22.518475,99.0,21.442598,20.843412,20.333923,19.392624,20.55813,18.809814,20.073215,0.5844516,4.022597,21.448751,1.0177945,21.69634,0.12164685,0.18062994,0.05324297,0.029217165,0.09637564,0.045511045,0.11825609,-5.291808
b'iDR3.STRIPE82-0090.160349',301.91561781511723,1.3295845879876291,b'STRIPE82-0090',2.7023683,11,1.82,17.579308,11.0,0,0.58415616,22.613283,21.452236,99.0,21.94312,21.855396,21.552584,21.456776,20.361286,19.533659,20.319784,19.598997,19.818531,0.8510086,0.41023183,21.129873,0.7975998,0.6682835,0.17539921,0.4477881,0.074069574,0.04001757,0.10016506,0.109200254,0.12144228,-1.2380702
b'iDR3.SPLUS-n13s32.026048 ',193.6363035969289,-16.351049269931643,b'SPLUS-n13s32 ',2.271038,11,5.640981,16.702793,12.0,0,0.7246311,21.107649,20.74184,20.952494,21.484669,21.276836,20.916195,21.070784,20.434984,19.133415,20.93494,19.851503,20.53295,0.2096396,0.2057201,0.38543975,0.55639374,0.45171803,0.11015685,0.3002168,0.06724469,0.034805045,0.14006174,0.12649898,0.18915609,0.69722456
b'iDR3.SPLUS-n14s32.000075 ',194.2304069266052,-18.271838874133124,b'SPLUS-n14s32 ',4.767751,22,3.639002,16.254559,11.0,0,0.6037443,24.318188,22.073711,22.417688,20.893158,21.668692,20.655624,99.0,20.352116,18.585882,19.697163,17.761045,19.553686,3.4722307,0.68691254,1.5906872,0.35773376,0.68715847,0.087293975,21.530762,0.06502186,0.020709565,0.04987669,0.023048254,0.0776175,0.91843003
b'iDR3.SPLUS-s22s15.027108 ',21.45538057489708,-28.162097768619763,b'SPLUS-s22s15 ',3.0574543,13,5.89639,17.10739,12.0,0,0.6606757,21.010876,20.716743,20.58421,20.463673,20.683805,20.770409,20.453995,20.392492,19.064775,20.935595,19.954151,20.59472,0.16517885,0.20710552,0.3140551,0.22963496,0.2697284,0.098814934,0.1727021,0.06944487,0.028120985,0.17432962,0.16119917,0.25189894,0.7050834
b'iDR3.SPLUS-s23s39.032998 ',342.9879147578966,-29.414118119813367,b'SPLUS-s23s39 ',4.84226,16,5.1467476,17.201107,12.0,0,0.68038523,21.859734,21.17837,21.26253,20.353754,21.157175,20.887466,20.32434,20.376081,19.839077,20.490625,19.877796,20.503952,0.4201543,0.3478129,0.59788394,0.23791316,0.48778203,0.13095595,0.17715701,0.06935217,0.04559267,0.09020677,0.10461462,0.15691446,0.6902403
b'iDR3.SPLUS-s23s18.007749 ',26.49426199687244,-30.066569675304155,b'SPLUS-s23s18 ',3.2346222,17,5.9834156,17.126537,12.0,0,0.735901,21.20253,20.623837,21.244408,20.863144,21.281376,20.684921,20.604286,20.360271,19.062927,20.708796,19.641254,20.3819,0.14250986,0.15353914,0.4604582,0.30513382,0.40273848,0.07766538,0.17167975,0.057496376,0.024490641,0.105774276,0.09891446,0.15021183,0.6553466
b'iDR3.SPLUS-s22s32.057051 ',332.09518259852865,-27.806803301714982,b'SPLUS-s22s32 ',4.4936886,20,2.8901927,16.884699,11.0,0,0.84563667,21.302301,21.132954,99.0,20.94143,21.097364,20.875242,20.910213,20.397682,19.629213,20.385117,19.495941,19.808353,0.17150335,0.24770851,21.09533,0.35287964,0.37714222,0.0952537,0.24119559,0.059291534,0.03504939,0.0706503,0.06803421,0.07689024,-1.1646619
b'iDR3.SPLUS-s24s10.030495 ',13.822378236901503,-30.7610190246928,b'SPLUS-s24s10 ',1.8387413,14,2.7367396,15.924621,10.0,0,0.93231815,25.049412,99.0,22.82026,23.225746,99.0,21.693523,21.997772,20.428707,18.166403,19.615166,19.3665,19.045542,5.021294,21.912899,1.8657836,2.33144,21.488102,0.17070058,0.52983546,0.06162056,0.0132166995,0.04636351,0.086805314,0.052678503,2.244504
b'iDR3.SPLUS-s21s33.028674 ',334.37452205627085,-26.964997870309,b'SPLUS-s21s33 ',2.322867,12,4.3337526,16.854397,10.0,0,0.80206996,22.656006,99.0,99.0,21.689682,23.577839,23.433804,21.382172,20.416182,19.542488,20.093998,19.936255,20.12975,0.48739883,21.993223,21.283712,0.5840457,3.1602046,0.8828057,0.40457243,0.06235855,0.036529142,0.06459819,0.11406433,0.12854466,1.551942
b'iDR3.SPLUS-s24s61.003081 ',334.4083960423969,-31.555559614584272,b'SPLUS-s24s61 ',2.4964602,12,7.356483,16.417517,12.0,0,0.9269792,21.561401,21.683115,21.199001,21.424572,20.80558,20.729721,20.319283,20.41313,19.463387,20.265558,19.782322,20.267265,0.21851338,0.4291618,0.48930144,0.497439,0.27335307,0.078836404,0.1334574,0.061751354,0.033644635,0.07903795,0.11104399,0.14673956,0.71558994
b'iDR3.SPLUS-s24s59.014991 ',332.50311376214466,-31.23332648999496,b'SPLUS-s24s59 ',3.6626458,18,6.1489625,17.102854,12.0,0,0.5153779,21.271248,21.437366,22.116364,21.934568,21.203896,20.990019,20.640615,20.38948,19.718761,20.394999,19.558884,19.843405,0.14303513,0.29671505,1.0791937,0.80077446,0.39266765,0.10285822,0.17881772,0.06201427,0.039970938,0.08426468,0.09565714,0.098849535,0.69054526
b'iDR3.SPLUS-s23s34.042912 ',334.7611824165107,-29.203879062115284,b'SPLUS-s23s34 ',2.5499065,11,4.456537,16.320068,11.0,0,0.79990345,22.917553,99.0,23.504025,23.773638,21.03336,19.946646,18.262335,20.39002,18.97085,20.52085,20.714874,20.135368,1.3052396,21.31762,5.446702,7.135179,0.5653102,0.08297918,0.04012033,0.09119085,0.030557971,0.11534827,0.24635269,0.13160956,2.2967792
b'iDR3.SPLUS-s23s20.016917 ',29.616249460369517,-29.89118548214285,b'SPLUS-s23s20 ',3.0991619,18,4.7626524,17.075577,12.0,0,0.72373134,23.478874,21.844023,22.76986,21.678835,21.145985,20.579138,20.397005,20.333355,19.79836,20.510712,20.636353,20.94786,1.071255,0.44653025,1.7549769,0.56715626,0.33687824,0.06743432,0.14090493,0.054470606,0.04083354,0.08024671,0.21112408,0.21351056,0.7173757
b'iDR3.SPLUS-s26s07.000109 ',9.084348244663358,-34.26111400890751,b'SPLUS-s26s07 ',2.384844,14,3.051682,16.573097,12.0,0,0.9519334,20.375727,20.710129,21.200912,21.419975,20.681782,20.712862,20.871075,20.356266,19.85182,20.473341,20.213491,20.194698,0.08453873,0.16182075,0.45148084,0.48688337,0.2456255,0.07310779,0.24614629,0.053289935,0.04389053,0.081149,0.15624659,0.12285798,0.6705419
b'iDR3.SPLUS-s22s20.028230 ',29.15726501866904,-28.008326584021184,b'SPLUS-s22s20 ',2.582566,10,4.008713,16.734676,11.0,0,0.6412436,21.82405,99.0,20.961779,22.088245,21.780172,21.726004,21.208023,20.425083,19.512947,20.073183,19.725273,19.640488,0.5218827,21.321161,0.58998805,1.6627499,1.3196794,0.46738678,0.58251905,0.10422654,0.05358662,0.08634753,0.12216746,0.09285596,2.3322442
b'iDR3.SPLUS-s23s46.029745 ',353.2911331299099,-29.34633936365508,b'SPLUS-s23s46 ',4.390417,13,4.5266733,17.115644,12.0,0,0.7235206,25.334776,24.567205,21.978045,21.101036,20.828793,20.539137,20.101536,20.3417,19.776411,20.345596,20.252277,20.08025,7.7477674,6.345173,1.0313356,0.40884492,0.30766502,0.079667486,0.13334265,0.07067625,0.048428718,0.108776845,0.23387635,0.16996711,0.9336196
b'iDR3.SPLUS-s32s45.067338 ',318.98996430977564,-40.902222445055706,b'SPLUS-s32s45 ',2.3554072,19,3.1197112,16.207767,11.0,0,0.9571277,22.205872,99.0,21.34259,21.47283,22.533848,21.300707,21.294838,20.416445,19.133986,19.517384,19.319218,19.183285,0.4527138,21.80717,0.5436346,0.53009224,1.3305593,0.1255149,0.3126301,0.059212532,0.0248845,0.040102173,0.067411706,0.054962795,2.3236134
b'iDR3.SPLUS-s39s37.018845 ',316.8669350610044,-50.85470069114166,b'SPLUS-s39s37 ',4.68277,16,1.8265538,17.317007,8.0,0,0.5319352,99.0,99.0,99.0,99.0,21.672565,22.190252,20.668896,20.3867,19.425434,20.622122,18.735373,20.580074,22.411926,21.87576,21.19232,21.411201,0.59028083,0.2938352,0.18169568,0.06270691,0.034042858,0.11520908,0.043804158,0.19983801,0.32981285
b'iDR3.SPLUS-s24s53.011532 ',323.08576530505366,-31.31935656420177,b'SPLUS-s24s53 ',3.3869615,8,3.6704223,16.759863,11.0,0,0.5647611,22.833351,21.872389,21.19619,23.147451,21.690262,21.03453,20.665714,20.348045,19.236626,20.029032,18.139244,99.0,0.63403094,0.44853905,0.38824058,2.0285072,0.5342813,0.10179835,0.16613646,0.063405305,0.030142963,0.073664516,0.034994315,21.091927,0.1560632
b'iDR3.SPLUS-s32s43.004535 ',314.4029040722877,-42.065509091011656,b'SPLUS-s32s43 ',2.928478,15,3.6089575,16.67314,12.0,0,0.84715104,20.710423,20.59562,20.99121,20.903814,20.461872,20.911758,20.656178,20.432674,19.523748,19.95534,18.96909,19.940744,0.09478817,0.12954473,0.2994702,0.22745094,0.15831818,0.08295039,0.15051034,0.059290722,0.031063175,0.076622285,0.054754306,0.12058621,0.60271615
b'iDR3.SPLUS-s27s49.026828 ',319.4177811391737,-35.03949048610714,b'SPLUS-s27s49 ',3.8379982,17,3.7887256,16.56734,11.0,0,0.9134654,23.596058,99.0,22.219799,22.376698,21.448097,21.652166,21.724468,20.394497,19.016508,19.949251,19.674526,19.694214,1.3517166,21.879639,1.127249,1.1513218,0.4708923,0.16895698,0.42795178,0.059482865,0.0235784,0.054756276,0.09490801,0.07625705,2.2950256
b'iDR3.SPLUS-s23s21.023302 ',314.2276438968274,-29.79640195773539,b'SPLUS-s23s21 ',1.8313038,11,3.2385175,16.152401,12.0,0,0.8853087,20.304718,20.038063,20.306978,20.416233,20.782879,20.574245,20.180796,20.414223,19.676262,20.295776,20.299469,20.023808,0.100416355,0.10720401,0.22005533,0.2469722,0.40882087,0.11102535,0.16213568,0.08457034,0.05421416,0.098082595,0.21001187,0.13016807,0.62245584
b'iDR3.SPLUS-n07s01.058269 ',150.16176096137656,-7.767702676794737,b'SPLUS-n07s01 ',3.5488756,20,3.7597423,16.956259,12.0,0,0.8167402,21.487453,21.20794,21.467546,21.337404,22.767464,20.862135,20.783169,20.41916,19.518301,20.418306,19.831638,19.986826,0.22151972,0.25296578,0.52579445,0.39752862,1.4685036,0.083684154,0.18718463,0.059214648,0.035174195,0.08692856,0.100706294,0.11028045,0.6742268
b'iDR3.SPLUS-n16s21.017200 ',179.36057503374963,-20.61207584377428,b'SPLUS-n16s21 ',1.9075044,11,4.852068,16.044395,11.0,0,0.9437091,99.0,23.29784,21.559095,21.311253,20.645943,20.516546,19.346027,20.41946,19.656357,20.352226,20.390697,20.251087,22.487755,1.3975828,0.4783819,0.31873572,0.17283008,0.05707346,0.05118518,0.06050467,0.036893733,0.08885826,0.20311101,0.15737899,-10.291692
b'iDR3.SPLUS-n16s18.002768 ',175.26374204210987,-20.886386537980187,b'SPLUS-n16s18 ',3.7163093,14,5.203759,17.021837,10.0,0,0.58635646,24.362408,21.89814,99.0,99.0,21.22807,22.158062,21.929384,20.350561,18.99455,19.851046,19.894665,19.596159,5.7379384,0.8162863,20.81835,20.880402,0.62940675,0.58950365,0.86688924,0.08577076,0.031930152,0.06194286,0.1573896,0.08568047,-7.9447365
b'iDR3.SPLUS-n16s06.020717 ',158.3644572133546,-20.48531124692267,b'SPLUS-n16s06 ',3.3727913,15,4.763882,17.160902,12.0,0,0.7440828,21.406397,20.89761,20.941986,21.122162,21.111935,20.826647,20.994825,20.421476,19.26467,20.352657,19.617554,19.916384,0.19514564,0.19967629,0.3547776,0.33540776,0.32657796,0.08861461,0.22647823,0.06870698,0.03058944,0.097245716,0.108277835,0.12858942,0.6774145
b'iDR3.SPLUS-n14s04.006426 ',155.22740991325506,-18.126471114678782,b'SPLUS-n14s04 ',3.2610765,23,3.7044153,15.974116,11.0,0,0.8256106,99.0,23.912386,22.216667,21.548723,22.173004,20.765709,20.43505,20.415977,18.993505,18.998886,17.76948,20.235176,22.262766,3.4266021,1.2270768,0.61951774,1.0511684,0.08918816,0.16666135,0.062605,0.024818022,0.027370257,0.02130866,0.13907298,-10.560733
b'iDR3.SPLUS-n17s07.007974 ',160.2631666554285,-22.135350949787355,b'SPLUS-n17s07 ',2.4680634,13,3.0352824,16.495731,12.0,0,0.8873496,21.063835,21.094555,20.988583,21.705425,21.243053,20.716057,20.769926,20.363405,19.671228,20.492878,19.895206,20.005583,0.11609942,0.1852121,0.28284547,0.46915892,0.30613694,0.06605376,0.15964559,0.051903583,0.036614668,0.07849866,0.09982837,0.096217036,0.6969162
b'iDR3.SPLUS-n14s12.011066 ',166.0253362019466,-17.96694336425043,b'SPLUS-n14s12 ',3.8800607,19,3.0845718,17.25943,12.0,0,0.7312921,21.088932,21.19689,21.887602,20.666573,20.445808,20.90057,20.806536,20.34374,19.694118,20.271248,19.845,19.764729,0.17776874,0.31513935,1.017249,0.3022698,0.24612501,0.110858634,0.24276854,0.06205074,0.04473107,0.0813454,0.12752038,0.10159023,0.682127
b'iDR3.SPLUS-n16s11.031916 ',165.0198883039752,-20.164692680513586,b'SPLUS-n16s11 ',3.7928038,12,6.088913,17.25278,12.0,0,0.50779,21.55251,21.562244,21.848885,21.956608,20.969328,21.07948,20.93965,20.420666,18.991543,20.862274,19.705982,20.425518,0.21430098,0.33963293,0.7330857,0.717523,0.2899629,0.109899856,0.21562307,0.06913103,0.024749137,0.14065401,0.1068306,0.17534901,0.7327533
b'iDR3.SPLUS-n02s22.008002 ',179.30020308582135,-1.875159806444938,b'SPLUS-n02s22 ',2.4714808,11,5.0295825,16.638735,12.0,0,0.6629422,21.082745,20.731606,20.233513,21.462654,20.838276,20.904175,20.950665,20.384985,19.849777,20.504786,20.286947,20.380096,0.15624343,0.1751989,0.17940822,0.46517015,0.2486541,0.0944833,0.21898761,0.06694359,0.05646776,0.10679633,0.18790467,0.18482234,0.6909928
b'iDR3.SPLUS-n02s22.015060 ',178.9980365451248,-1.679350943523542,b'SPLUS-n02s22 ',3.1301124,13,4.513939,16.992178,12.0,0,0.7990098,21.342314,21.456879,21.089397,21.219936,21.514793,20.953798,20.655281,20.442938,19.87312,20.55385,19.8114,20.15445,0.19833587,0.33216524,0.37896088,0.37486595,0.4493881,0.098395355,0.1698288,0.07056854,0.0577271,0.111724585,0.12300604,0.15060917,0.72072047
b'iDR3.SPLUS-n03s25.035709 ',184.02250756103237,-2.549090956408892,b'SPLUS-n03s25 ',3.606837,21,5.9048204,16.739601,8.0,0,0.56218654,23.41509,99.0,99.0,99.0,99.0,21.86947,21.834887,20.44172,19.62115,19.792114,19.442707,19.41567,1.2283239,21.859028,21.387901,21.533419,21.608137,0.21182132,0.45730123,0.06553622,0.0374247,0.055559568,0.09260446,0.07599553,1.1321797
b'iDR3.SPLUS-n01s23.008842 ',180.3987550704176,-0.4780807550549769,b'SPLUS-n01s23 ',4.5970235,21,4.610125,17.19824,9.0,0,0.6927717,24.569618,21.642303,99.0,99.0,99.0,22.219221,22.257267,20.3698,19.033567,19.821388,19.615818,19.523987,3.8642018,0.40284443,21.17129,21.304691,21.363731,0.33169168,0.8407987,0.0720843,0.029607046,0.058835927,0.11125185,0.08161286,-22.89132
b'iDR3.SPLUS-n03s23.033092 ',180.0906960738449,-2.72525835885637,b'SPLUS-n03s23 ',2.4955904,14,3.665268,16.788597,12.0,0,0.86970395,22.816006,21.674263,21.090069,21.222158,20.769886,20.690521,19.592499,20.39482,19.764887,20.57346,20.48159,20.380856,0.57637894,0.34027198,0.34698817,0.3448352,0.22598238,0.07484458,0.068953075,0.058167838,0.041644447,0.09253289,0.19380641,0.14392053,0.74768406
b'iDR3.SPLUS-n01s22.004442 ',178.67322725776737,-0.59271513643276,b'SPLUS-n01s22 ',3.5663548,15,4.8654804,17.368256,9.0,0,0.5596323,24.189732,99.0,99.0,99.0,21.18029,22.209724,21.614788,20.405228,19.445099,20.174664,19.818,19.9356,3.0861814,21.579025,21.001661,21.14201,0.49464238,0.48316774,0.61945534,0.08733838,0.044245787,0.09125258,0.1658788,0.12908591,1.0539154
b'iDR3.SPLUS-n02s18.023013 ',174.59025821079035,-1.3370177736683355,b'SPLUS-n02s18 ',6.300371,16,1.82,17.709036,11.0,0,0.5833392,22.58388,22.463083,99.0,21.797096,23.38384,20.98443,20.419056,20.403786,19.421696,20.567593,18.546236,21.887257,0.7037547,0.9727207,21.096899,0.7454073,3.0250127,0.11672365,0.18001267,0.066566646,0.03407526,0.10494618,0.040203184,0.64804304,-1.2945526
b'iDR3.SPLUS-n07s41.018708 ',206.0344451632925,-8.442445342833658,b'SPLUS-n07s41 ',3.9669878,26,3.7464406,15.471051,10.0,0,0.97299445,22.990143,24.67363,99.0,21.068432,99.0,21.557026,20.387482,20.423271,18.998646,18.704884,17.469067,17.475132,0.74862826,6.495163,21.217926,0.33404168,21.50887,0.17322245,0.13445514,0.0686411,0.024834521,0.023202255,0.020656953,0.015379765,-5.1634994
b'iDR3.SPLUS-n09s40.024793 ',204.7480578130496,-10.9994305875609,b'SPLUS-n09s40 ',2.2301993,13,4.0604186,16.364088,11.0,0,0.95575094,99.0,23.38238,20.854706,20.65865,20.59341,20.307556,19.292013,20.363205,19.550106,20.256996,20.690655,20.035713,22.457973,1.6618066,0.29366422,0.22009897,0.20527925,0.05790779,0.05574933,0.06342754,0.03711815,0.07811575,0.28607404,0.11977193,-9.988056
b'iDR3.SPLUS-n12s41.008837 ',206.9861996336288,-15.408730689564235,b'SPLUS-n12s41 ',3.2332823,26,5.2567835,16.93479,12.0,0,0.8587253,20.970291,20.889223,20.82227,21.366467,21.05154,20.91484,20.96425,20.410591,19.81886,20.353199,20.275444,20.264717,0.09012832,0.12194079,0.1881165,0.26649433,0.19142638,0.06085827,0.14161254,0.043332454,0.031092646,0.056957923,0.12941507,0.10531476,0.67832613
b'iDR3.SPLUS-n03s44.033719 ',209.0116324685152,-2.4398085262225853,b'SPLUS-n03s44 ',2.294512,8,2.8766422,16.725712,12.0,0,0.5565528,20.657887,20.706295,21.312666,20.987698,20.69801,20.963877,20.500988,20.43882,19.886805,20.670055,20.279629,20.813036,0.10528781,0.1698673,0.49949446,0.30658126,0.24043767,0.109306104,0.15531924,0.07656986,0.053289156,0.15290897,0.2950951,0.35671368,0.67616135
b'iDR3.SPLUS-n12s25.025632 ',185.39336391937871,-14.964030135530916,b'SPLUS-n12s25 ',2.970123,20,3.2187452,16.411253,12.0,0,0.9166459,20.36859,20.347973,20.481483,20.368862,20.199562,20.351555,20.286472,20.422577,19.573475,19.903954,19.90184,19.191063,0.08233061,0.11895541,0.22547512,0.16204008,0.13777484,0.05368756,0.11329495,0.05997855,0.033346552,0.050109055,0.11086183,0.049179558,0.618165
b'iDR3.HYDRA-0133.010625   ',157.81696726079667,-42.40068487757405,b'HYDRA-0133   ',2.5460591,9,4.4681153,16.247995,10.0,0,0.5753888,23.011295,27.45042,22.148989,99.0,99.0,21.890467,20.539648,20.349762,19.285933,19.39329,19.085823,19.016926,1.4324063,160.29846,1.9035009,20.445496,20.431515,0.70168,0.3951542,0.13248663,0.058231927,0.05890841,0.08347886,0.06485163,-9.243884
b'iDR3.HYDRA-0159.141344   ',164.35618396799785,-45.34150215213487,b'HYDRA-0159   ',4.102775,13,2.4849374,16.651823,12.0,0,0.8489,21.51683,21.207378,21.68268,21.448675,21.709787,20.94814,20.855612,20.432896,19.468742,20.547218,19.868406,19.94563,0.25249916,0.27066228,0.6771769,0.5131414,0.62319064,0.118649915,0.2230118,0.067282714,0.036563054,0.10597403,0.12564862,0.11923048,0.6968162
b'iDR3.HYDRA-0083.020606   ',159.89505959788653,-33.9386719309509,b'HYDRA-0083   ',3.6748252,21,4.7754517,17.169552,12.0,0,0.7021283,21.225225,21.384861,21.120953,21.264967,22.18138,21.238321,21.40187,20.419317,19.530365,20.158764,19.268791,19.518036,0.18395846,0.3205332,0.410153,0.4065291,0.8367605,0.12116164,0.33400798,0.059533603,0.034784734,0.06665238,0.07531476,0.07121078,0.6756824
b'iDR3.HYDRA-0101.010044   ',161.6427350575092,-36.90984317485161,b'HYDRA-0101   ',2.0224612,12,2.823822,16.318249,12.0,0,0.9348028,25.293846,21.651556,21.203585,21.568928,20.662924,20.549267,19.809835,20.36547,19.717304,20.09595,20.352224,20.242954,5.2989326,0.32344493,0.37660378,0.49149257,0.20676579,0.06814236,0.08166136,0.05944655,0.04434431,0.07085711,0.20366517,0.15469357,0.7055953
